ticketNo,lotNo,validity,validTill,details,ticketFor,cost
QTE0111TN09Q7B00EI01,WB3107,n,,,adult,258.75
DTE0111TN09QOA00EI01,WB3107,n,,,adult,258.75
RTE0111TN09QCY00EI01,WB3107,n,,,adult,258.75
RTE0111TN09RHK00EI01,WB3107,n,,,adult,258.75
FTE0111TN09QTX00EI01,WB3107,n,,,adult,258.75
FTE0111TN09R6900EI01,WB3107,n,,,adult,258.75
NTE0111TN09QIM00EI01,WB3107,n,,,adult,258.75
QTE0111TN09RN800EI01,WB3107,n,,,adult,258.75
GTE0111TN09R0L00EI01,WB3107,n,,,adult,258.75
VTE0111TN09RBW00EI01,WB3107,n,,,adult,258.75
