ticketNo,lotNo,validity,validTill,details,ticketFor,cost
030020246200034647,lostchamber1901,n,,,adult,50
030020246200034648,lostchamber1901,n,,,adult,50
030020246200034649,lostchamber1901,n,,,adult,50
030020246200034665,lostchamber1901,n,,,adult,50
030020246200034666,lostchamber1901,n,,,adult,50
030020246200034693,lostchamber1901,n,,,adult,50
030020246200034650,lostchamber1901,n,,,adult,50
030020246200034651,lostchamber1901,n,,,adult,50
030020246200034652,lostchamber1901,n,,,adult,50
030020246200034653,lostchamber1901,n,,,adult,50
030020246200034654,lostchamber1901,n,,,adult,50
030020246200034655,lostchamber1901,n,,,adult,50
030020246200034656,lostchamber1901,n,,,adult,50
030020246200034667,lostchamber1901,n,,,adult,50
030020246200034668,lostchamber1901,n,,,adult,50
030020246200034669,lostchamber1901,n,,,adult,50
030020246200034670,lostchamber1901,n,,,adult,50
030020246200034671,lostchamber1901,n,,,adult,50
030020246200034672,lostchamber1901,n,,,adult,50
030020246200034673,lostchamber1901,n,,,adult,50
030020246200034674,lostchamber1901,n,,,adult,50
030020246200034675,lostchamber1901,n,,,adult,50
030020246200034676,lostchamber1901,n,,,adult,50
030020246200034677,lostchamber1901,n,,,adult,50
030020246200034678,lostchamber1901,n,,,adult,50
030020246200034679,lostchamber1901,n,,,adult,50
030020246200034680,lostchamber1901,n,,,adult,50
030020246200034681,lostchamber1901,n,,,adult,50
030020246200034682,lostchamber1901,n,,,adult,50
030020246200034683,lostchamber1901,n,,,adult,50
