ticketNo,lotNo,validity,validTill,details,ticketFor,cost
3935296585C,228880,n,,,adult,68.25
3011081674V,228881,n,,,adult,68.25
3008074974%,228882,n,,,adult,68.25
3870351615$,228883,n,,,adult,68.25
3842976582B,228884,n,,,adult,68.25
3849031562+,228885,n,,,adult,68.25
3017340505S,228886,n,,,adult,68.25
3260835016Y,228887,n,,,adult,68.25
3002515808W,228888,n,,,adult,68.25
34277824633,228889,n,,,adult,68.25
30928230891,228890,n,,,adult,68.25
38052275997,228891,n,,,adult,68.25
35398824302,228892,n,,,adult,68.25
33617497625,228893,n,,,adult,68.25
3961847589H,228894,n,,,adult,68.25
31376564653,228895,n,,,adult,68.25
3184906380%,228896,n,,,adult,68.25
3868495910A,228897,n,,,adult,68.25
36272282931,228898,n,,,adult,68.25
3133644280Y,228899,n,,,adult,68.25
33971405874,228900,n,,,adult,68.25
35783934155,228901,n,,,adult,68.25
3123559046 ,228902,n,,,adult,68.25
36897470539,228903,n,,,adult,68.25
3975243144%,228904,n,,,adult,68.25
34476388505,228905,n,,,adult,68.25
3743674430+,228906,n,,,adult,68.25
37468228030,228907,n,,,adult,68.25
3192082005U,228908,n,,,adult,68.25
3966126884A,228909,n,,,adult,68.25
3572636899F,228910,n,,,adult,68.25
36579404151,228911,n,,,adult,68.25
31586444743,228912,n,,,adult,68.25
3174530584/,228913,n,,,adult,68.25
3206482944%,228914,n,,,adult,68.25
35825804552,228915,n,,,adult,68.25
32558923611,228916,n,,,adult,68.25
3431981164/,228917,n,,,adult,68.25
3953169288B,228918,n,,,adult,68.25
3554147472%,228919,n,,,adult,68.25
36347255956,228920,n,,,adult,68.25
3806365230-,228921,n,,,adult,68.25
36955195167,228922,n,,,adult,68.25
3695505005 ,228923,n,,,adult,68.25
3525218383/,228924,n,,,adult,68.25
3898727406B,228925,n,,,adult,68.25
33410875873,228926,n,,,adult,68.25
3438333725+,228927,n,,,adult,68.25
3400955070X,228928,n,,,adult,68.25
3252740684+,228929,n,,,adult,68.25
3630036456-,228930,n,,,adult,68.25
33759620686,228931,n,,,adult,68.25
3142392017W,228932,n,,,adult,68.25
3120345996%,228933,n,,,adult,68.25
37483077602,228934,n,,,adult,68.25
3800751762$,228935,n,,,adult,68.25
3624100605R,228936,n,,,adult,68.25
3401681114T,228937,n,,,adult,68.25
36818643736,228938,n,,,adult,68.25
3120976802 ,228939,n,,,adult,68.25
3222907515-,228940,n,,,adult,68.25
3032421479Z,228941,n,,,adult,68.25
3533041200L,228942,n,,,adult,68.25
3110634055S,228943,n,,,adult,68.25
3207559796A,228944,n,,,adult,68.25
3705220065U,228945,n,,,adult,68.25
3062902823Z,228946,n,,,adult,68.25
3451082412U,228947,n,,,adult,68.25
3126731648+,228948,n,,,adult,68.25
3077397685C,228949,n,,,adult,68.25
3937534305%,228950,n,,,adult,68.25
3829369509B,228951,n,,,adult,68.25
3957843100/,228952,n,,,adult,68.25
36641248900,228953,n,,,adult,68.25
3219055401U,228954,n,,,adult,68.25
3727402151W,228955,n,,,adult,68.25
3454202738 ,228956,n,,,adult,68.25
39641279558,228957,n,,,adult,68.25
39128382564,228958,n,,,adult,68.25
3107270622U,228959,n,,,adult,68.25
3772549496D,228960,n,,,child,33.6
39794226177,228961,n,,,child,33.6
3081583551$,228962,n,,,child,33.6
3718241740.,228963,n,,,child,33.6
31028096590,228964,n,,,child,33.6
3109472343-,228965,n,,,child,33.6
3117255980+,228966,n,,,child,33.6
3859762392B,228967,n,,,child,33.6
3765130618/,228968,n,,,child,33.6
39887205324,228969,n,,,child,33.6
3512508086 ,228970,n,,,child,33.6
36560353952,228971,n,,,child,33.6
3234111803Q,228972,n,,,child,33.6
38338486325,228973,n,,,child,33.6
3002583675$,228974,n,,,child,33.6
3371923345/,228975,n,,,child,33.6
3112752669%,228976,n,,,child,33.6
3554210465Z,228977,n,,,child,33.6
37721422971,228978,n,,,child,33.6
38848219145,228979,n,,,child,33.6
