ticketNo,lotNo,validity,validTill,details,ticketFor,cost
031000127086501195273,MG17,n,,,adult,58
031000127086397803437,MG17,n,,,adult,58
031000127086397958705,MG17,n,,,adult,58
031000127086398819882,MG17,n,,,adult,58
031000127086398979832,MG17,n,,,adult,58
031000127086453696571,MG17,n,,,adult,58
031000127086453809101,MG17,n,,,adult,58
031000127086454426727,MG17,n,,,adult,58
031000127086454526421,MG17,n,,,adult,58
031000127086454830833,MG17,n,,,adult,58
031000127086455006531,MG17,n,,,adult,58
031000127086456371508,MG17,n,,,adult,58
031000127086456543312,MG17,n,,,adult,58
031000127086458051944,MG17,n,,,adult,58
031000127086458269402,MG17,n,,,adult,58
031000127086460693698,MG17,n,,,adult,58
031000127086468601998,MG17,n,,,adult,58
031000127086468863462,MG17,n,,,adult,58
031000127086471384580,MG17,n,,,adult,58
031000127086471816608,MG17,n,,,adult,58
031000127086472539064,MG17,n,,,adult,58
031000127086472694556,MG17,n,,,adult,58
031000127086475246859,MG17,n,,,adult,58
031000127086477605395,MG17,n,,,adult,58
031000127086479931422,MG17,n,,,adult,58
031000127086480153466,MG17,n,,,adult,58
031000127086480419601,MG17,n,,,adult,58
031000127086480607861,MG17,n,,,adult,58
031000127086481390685,MG17,n,,,adult,58
031000127086481728889,MG17,n,,,adult,58
031000127086486757512,MG17,n,,,adult,58
031000127086486913516,MG17,n,,,adult,58
031000127086491562211,MG17,n,,,adult,58
031000127086492469613,MG17,n,,,adult,58
031000127086492931028,MG17,n,,,adult,58
031000127086494940934,MG17,n,,,adult,58
031000127086495159906,MG17,n,,,adult,58
031000127086498567562,MG17,n,,,adult,58
031000127086498876718,MG17,n,,,adult,58
031000127086499796871,MG17,n,,,adult,58
031000127086500582575,MG17,n,,,adult,58
031000127086503001121,MG17,n,,,adult,58
031000127086506037950,MG17,n,,,adult,58
031000127086508990630,MG17,n,,,adult,58
031000127086509069556,MG17,n,,,adult,58
031000127086510391564,MG17,n,,,adult,58
031000127086510494633,MG17,n,,,adult,58
031000127086510693809,MG17,n,,,adult,58
031000127086514023639,MG17,n,,,adult,58
031000127086515040259,MG17,n,,,adult,58
031000127086515855871,MG17,n,,,adult,58
031000127086517485016,MG17,n,,,adult,58
031000127086517715274,MG17,n,,,adult,58
031000127086518169669,MG17,n,,,adult,58
031000127086518268656,MG17,n,,,adult,58
031000127086519939629,MG17,n,,,adult,58
031000127086524340188,MG17,n,,,adult,58
031000127086524458830,MG17,n,,,adult,58
031000127086528457334,MG17,n,,,adult,58
031000127086528769743,MG17,n,,,adult,58
031000127086528921469,MG17,n,,,adult,58
031000127086529267411,MG17,n,,,adult,58
031000127086531560443,MG17,n,,,adult,58
031000127086531709480,MG17,n,,,adult,58
031000127086532397717,MG17,n,,,adult,58
031000127086538814994,MG17,n,,,adult,58
031000127086539195849,MG17,n,,,adult,58
031000127086540057317,MG17,n,,,adult,58
031000127086543797226,MG17,n,,,adult,58
031000127086544024607,MG17,n,,,adult,58
031000127086544746791,MG17,n,,,adult,58
031000127086390649222,MG17,n,,,adult,58
031000127086390990100,MG17,n,,,adult,58
031000127086367715729,MG17,n,,,adult,58
031000127086371708150,MG17,n,,,adult,58
031000127086372009242,MG17,n,,,adult,58
031000127086447296726,MG17,n,,,adult,58
031000127086447518642,MG17,n,,,adult,58
031000127086450182142,MG17,n,,,adult,58
031000127086450341452,MG17,n,,,adult,58
031000127086450897881,MG17,n,,,adult,58
031000127086451586148,MG17,n,,,adult,58
031000127086453589225,MG17,n,,,adult,58
031000127086453641055,MG17,n,,,adult,58
031000127086486179154,MG17,n,,,adult,58
031000127086391198252,MG17,n,,,adult,58
031000127086537291729,MG17,n,,,adult,58
031000127086391956382,MG17,n,,,adult,58
031000127086586277737,MG17,n,,,adult,58
031000127086588932153,MG17,n,,,adult,58
031000127086589043595,MG17,n,,,adult,58
031000127086589121437,MG17,n,,,adult,58
031000127086589215535,MG17,n,,,adult,58
031000127086589404288,MG17,n,,,adult,58
031000127086393703295,MG17,n,,,adult,58
031000127086394365867,MG17,n,,,adult,58
031000127086396122137,MG17,n,,,adult,58
031000127086397081285,MG17,n,,,adult,58
