ticketNo,lotNo,validity,validTill,details,ticketFor,cost
00100020046200370656,AVLC0506,n,,,adult,265
00100020046200370658,AVLC0506,n,,,adult,265
00100020046200370660,AVLC0506,n,,,adult,265
00100020046200370724,AVLC0506,n,,,adult,265
00100020046200370726,AVLC0506,n,,,adult,265
00100020046200370728,AVLC0506,n,,,adult,265
00100020046200370730,AVLC0506,n,,,adult,265
00100020046200370732,AVLC0506,n,,,adult,265
00100020046200370734,AVLC0506,n,,,adult,265
00100020046200370642,AVLC0506,n,,,adult,265
00100020046200370644,AVLC0506,n,,,adult,265
00100020046200370646,AVLC0506,n,,,adult,265
00100020046200370648,AVLC0506,n,,,adult,265
00100020046200370650,AVLC0506,n,,,adult,265
00100020046200370652,AVLC0506,n,,,adult,265
00100020046200370654,AVLC0506,n,,,adult,265
00100020046200370716,AVLC0506,n,,,adult,265
00100020046200370718,AVLC0506,n,,,adult,265
00100020046200370720,AVLC0506,n,,,adult,265
00100020046200370722,AVLC0506,n,,,adult,265
