ticketNo,lotNo,validity,validTill,details,ticketFor,cost
00100020046200371230,AVLC1006,n,,,adult,265
00100020046200371232,AVLC1006,n,,,adult,265
00100020046200371234,AVLC1006,n,,,adult,265
00100020046200371236,AVLC1006,n,,,adult,265
00100020046200371238,AVLC1006,n,,,adult,265
00100020046200371240,AVLC1006,n,,,adult,265
00100020046200371242,AVLC1006,n,,,adult,265
00100020046200371244,AVLC1006,n,,,adult,265
00100020046200371246,AVLC1006,n,,,adult,265
00100020046200371248,AVLC1006,n,,,adult,265
00100020046200371250,AVLC1006,n,,,adult,265
00100020046200371252,AVLC1006,n,,,adult,265
00100020046200371254,AVLC1006,n,,,adult,265
00100020046200371256,AVLC1006,n,,,adult,265
00100020046200371258,AVLC1006,n,,,adult,265
00100020046200371260,AVLC1006,n,,,adult,265
00100020046200371262,AVLC1006,n,,,adult,265
00100020046200371264,AVLC1006,n,,,adult,265
00100020046200371266,AVLC1006,n,,,adult,265
00100020046200371268,AVLC1006,n,,,adult,265
