ticketNo,lotNo,validity,validTill,details,ticketFor,cost
ZME0111TQ09M0800EI01,WB0308,n,,,adult,258.75
VME0111TQ09J9200EI01,WB0308,n,,,adult,258.75
YME0111TQ09K2C00EI01,WB0308,n,,,adult,258.75
IME0111TQ09JQ100EI01,WB0308,n,,,adult,258.75
MME0111TQ09M5V00EI01,WB0308,n,,,adult,258.75
JME0111TQ09JEP00EI01,WB0308,n,,,adult,258.75
XME0111TQ09KJB00EI01,WB0308,n,,,adult,258.75
NME0111TQ09JVO00EI01,WB0308,n,,,adult,258.75
HME0111TQ09KOY00EI01,WB0308,n,,,adult,258.75
ZME0111TQ09JKD00EI01,WB0308,n,,,adult,258.75
NME0111TQ09KUM00EI01,WB0308,n,,,adult,258.75
XME0111TQ09K8000EI01,WB0308,n,,,adult,258.75
AME0111TQ09L1A00EI01,WB0308,n,,,adult,258.75
VME0111TQ09KDN00EI01,WB0308,n,,,adult,258.75
QME0111TQ09L6X00EI01,WB0308,n,,,adult,258.75
PME0111TQ09LNW00EI01,WB0308,n,,,adult,258.75
AME0111TQ09LI900EI01,WB0308,n,,,adult,258.75
XME0111TQ09LCL00EI01,WB0308,n,,,adult,258.75
NME0111TQ09LTK00EI01,WB0308,n,,,adult,258.75
ZME0111TQ09MBJ00EI01,WB0308,n,,,adult,258.75
