ticketNo,lotNo,validity,validTill,details,ticketFor,cost
00100020046200364011,AVLC03,n,,,adult,275
00100020046200364013,AVLC03,n,,,adult,275
00100020046200364107,AVLC03,n,,,adult,275
00100020046200364109,AVLC03,n,,,adult,275
00100020046200364111,AVLC03,n,,,adult,275
00100020046200364113,AVLC03,n,,,adult,275
00100020046200364115,AVLC03,n,,,adult,275
00100020046200364117,AVLC03,n,,,adult,275
00100020046200364119,AVLC03,n,,,adult,275
00100020046200364121,AVLC03,n,,,adult,275
00100020046200364123,AVLC03,n,,,adult,275
00100020046200364125,AVLC03,n,,,adult,275
00100020046200364127,AVLC03,n,,,adult,275
00100020046200364129,AVLC03,n,,,adult,275
00100020046200364131,AVLC03,n,,,adult,275
00100020046200364133,AVLC03,n,,,adult,275
00100020046200364135,AVLC03,n,,,adult,275
00100020046200364137,AVLC03,n,,,adult,275
00100020046200364139,AVLC03,n,,,adult,275
00100020046200364141,AVLC03,n,,,adult,275
00100020046100097815,AVLC03,n,,,child,240
00100020046100097817,AVLC03,n,,,child,240
00100020046100097833,AVLC03,n,,,child,240
00100020046100097835,AVLC03,n,,,child,240
00100020046100097837,AVLC03,n,,,child,240
00100020046100097839,AVLC03,n,,,child,240
00100020046100097807,AVLC03,n,,,child,240
00100020046100097809,AVLC03,n,,,child,240
00100020046100097811,AVLC03,n,,,child,240
00100020046100097831,AVLC03,n,,,child,240
