ticketNo,lotNo,validity,validTill,details,ticketFor,cost
00100020046300431450,AVLC0107,n,,,adult,260
00100020046300431452,AVLC0107,n,,,adult,260
00100020046300431454,AVLC0107,n,,,adult,260
00100020046300431456,AVLC0107,n,,,adult,260
00100020046300431458,AVLC0107,n,,,adult,260
00100020046300431460,AVLC0107,n,,,adult,260
00100020046300431462,AVLC0107,n,,,adult,260
00100020046300431464,AVLC0107,n,,,adult,260
00100020046300431466,AVLC0107,n,,,adult,260
00100020046300431468,AVLC0107,n,,,adult,260
00100020046300431470,AVLC0107,n,,,adult,260
00100020046300431472,AVLC0107,n,,,adult,260
00100020046300431474,AVLC0107,n,,,adult,260
00100020046300431476,AVLC0107,n,,,adult,260
00100020046300431478,AVLC0107,n,,,adult,260
00100020046300431480,AVLC0107,n,,,adult,260
00100020046300431482,AVLC0107,n,,,adult,260
00100020046300431484,AVLC0107,n,,,adult,260
00100020046300431486,AVLC0107,n,,,adult,260
00100020046300431488,AVLC0107,n,,,adult,260
00100020046300431490,AVLC0107,n,,,adult,260
00100020046300431492,AVLC0107,n,,,adult,260
00100020046300431494,AVLC0107,n,,,adult,260
00100020046300431496,AVLC0107,n,,,adult,260
00100020046300431498,AVLC0107,n,,,adult,260
00100020046300438642,AVLC0107,n,,,child,235
00100020046300438644,AVLC0107,n,,,child,235
00100020046300438646,AVLC0107,n,,,child,235
00100020046300438648,AVLC0107,n,,,child,235
00100020046300438716,AVLC0107,n,,,child,235
