ticketNo,lotNo,validity,validTill,details,ticketFor,cost
031000127068561485281,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068561534006,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068561850909,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068563447530,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068564275253,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068568284456,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068574255508,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068575762348,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068575774827,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068575970675,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068579221293,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068579503378,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068579899057,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068580160409,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068580966854,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068582492792,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068582868206,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068583209031,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068583225360,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068585238127,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068589462841,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068589815947,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068591126163,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068591228417,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068592930206,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068596975432,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068597293100,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068598482272,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
031000127068598651346,MG2712R,y,30-04-2024,Entry Ticket,adult ,70
