ticketNo,lotNo,validity,validTill,details,ticketFor,cost
031000127014277293309,MG16,n,,,adult,58
031000127014289495361,MG16,n,,,adult,58
031000127014289685541,MG16,n,,,adult,58
031000127014290200294,MG16,n,,,adult,58
031000127014290394920,MG16,n,,,adult,58
031000127014397333947,MG16,n,,,adult,58
031000127014398648259,MG16,n,,,adult,58
031000127014398830311,MG16,n,,,adult,58
031000127014399453780,MG16,n,,,adult,58
031000127014400960364,MG16,n,,,adult,58
031000127014402032377,MG16,n,,,adult,58
031000127014402297025,MG16,n,,,adult,58
031000127014405919110,MG16,n,,,adult,58
031000127014406107362,MG16,n,,,adult,58
031000127014408476813,MG16,n,,,adult,58
031000127014408869038,MG16,n,,,adult,58
031000127014291176640,MG16,n,,,adult,58
031000127014294132110,MG16,n,,,adult,58
031000127014297680593,MG16,n,,,adult,58
031000127014299580617,MG16,n,,,adult,58
031000127014299692123,MG16,n,,,adult,58
031000127014301791518,MG16,n,,,adult,58
031000127014302050659,MG16,n,,,adult,58
031000127014304590250,MG16,n,,,adult,58
031000127014304613496,MG16,n,,,adult,58
031000127014306163116,MG16,n,,,adult,58
031000127014306449936,MG16,n,,,adult,58
031000127014308726199,MG16,n,,,adult,58
031000127014308833765,MG16,n,,,adult,58
031000127014310496863,MG16,n,,,adult,58
031000127014438387036,MG16,n,,,adult,58
031000127014438620878,MG16,n,,,adult,58
031000127014440758132,MG16,n,,,adult,58
031000127014443673330,MG16,n,,,adult,58
031000127014444304391,MG16,n,,,adult,58
031000127014449674537,MG16,n,,,adult,58
031000127014449786235,MG16,n,,,adult,58
031000127014450985521,MG16,n,,,adult,58
031000127014451292803,MG16,n,,,adult,58
031000127014452700048,MG16,n,,,adult,58
031000127014453915716,MG16,n,,,adult,58
031000127014454086902,MG16,n,,,adult,58
031000127014456000042,MG16,n,,,adult,58
031000127014456782850,MG16,n,,,adult,58
031000127014457557918,MG16,n,,,adult,58
031000127014458365637,MG16,n,,,adult,58
031000127014458525015,MG16,n,,,adult,58
031000127014459153325,MG16,n,,,adult,58
031000127014459247487,MG16,n,,,adult,58
031000127014460994092,MG16,n,,,adult,58
031000127014464660334,MG16,n,,,adult,58
031000127014467581462,MG16,n,,,adult,58
031000127014467971296,MG16,n,,,adult,58
031000127014468453709,MG16,n,,,adult,58
031000127014468759288,MG16,n,,,adult,58
031000127014470219349,MG16,n,,,adult,58
031000127014477622353,MG16,n,,,adult,58
031000127014477814201,MG16,n,,,adult,58
031000127014479531677,MG16,n,,,adult,58
031000127014480249701,MG16,n,,,adult,58
031000127014480503625,MG16,n,,,adult,58
031000127014480868912,MG16,n,,,adult,58
031000127014310550146,MG16,n,,,adult,58
031000127014315998771,MG16,n,,,adult,58
031000127014316101601,MG16,n,,,adult,58
031000127014319050137,MG16,n,,,adult,58
031000127014319380320,MG16,n,,,adult,58
031000127014319531986,MG16,n,,,adult,58
031000127014320213550,MG16,n,,,adult,58
031000127014320373372,MG16,n,,,adult,58
031000127014320470022,MG16,n,,,adult,58
031000127014320581524,MG16,n,,,adult,58
031000127014322836103,MG16,n,,,adult,58
031000127014323004154,MG16,n,,,adult,58
031000127014323623855,MG16,n,,,adult,58
031000127014323840029,MG16,n,,,adult,58
031000127014327247413,MG16,n,,,adult,58
031000127014328947133,MG16,n,,,adult,58
031000127014409031176,MG16,n,,,adult,58
031000127014409813024,MG16,n,,,adult,58
031000127014410901413,MG16,n,,,adult,58
031000127014412254767,MG16,n,,,adult,58
031000127014412347019,MG16,n,,,adult,58
031000127014413038391,MG16,n,,,adult,58
031000127014413653139,MG16,n,,,adult,58
031000127014416924426,MG16,n,,,adult,58
031000127014419282482,MG16,n,,,adult,58
031000127014420709777,MG16,n,,,adult,58
031000127014420930805,MG16,n,,,adult,58
031000127014423272280,MG16,n,,,adult,58
031000127014423297084,MG16,n,,,adult,58
031000127014425086320,MG16,n,,,adult,58
031000127014426895837,MG16,n,,,adult,58
031000127014427289982,MG16,n,,,adult,58
031000127014427482966,MG16,n,,,adult,58
031000127014428677555,MG16,n,,,adult,58
031000127014428926305,MG16,n,,,adult,58
031000127014430733337,MG16,n,,,adult,58
031000127014431563189,MG16,n,,,adult,58
031000127014434777003,MG16,n,,,adult,58
031000127014437709082,MG16,n,,,adult,58
031000127014437753256,MG16,n,,,adult,58
031000127014438213184,MG16,n,,,adult,58
