ticketNo,lotNo,validity,validTill,details,ticketFor,cost
3031116429U,dol1907,n,,,adult,68.25
3387162271/,dol1907,n,,,adult,68.25
3291960224 ,dol1907,n,,,adult,68.25
35872194646,dol1907,n,,,adult,68.25
3410069514X,dol1907,n,,,adult,68.25
36764280766,dol1907,n,,,adult,68.25
3068893739D,dol1907,n,,,adult,68.25
3830802645$,dol1907,n,,,adult,68.25
3603418911-,dol1907,n,,,adult,68.25
3050219475-,dol1907,n,,,adult,68.25
34059384722,dol1907,n,,,adult,68.25
3715083242Z,dol1907,n,,,adult,68.25
3021813834X,dol1907,n,,,adult,68.25
3010272382S,dol1907,n,,,adult,68.25
38164765175,dol1907,n,,,adult,68.25
32239439822,dol1907,n,,,adult,68.25
3953551920%,dol1907,n,,,adult,68.25
36458034651,dol1907,n,,,adult,68.25
3888122001X,dol1907,n,,,adult,68.25
3069998438G,dol1907,n,,,adult,68.25
3855759676I,dol1907,n,,,adult,68.25
3300101770M,dol1907,n,,,adult,68.25
3258352271 ,dol1907,n,,,adult,68.25
3963966959M,dol1907,n,,,adult,68.25
37863235363,dol1907,n,,,adult,68.25
3369242603 ,dol1907,n,,,adult,68.25
3713403397/,dol1907,n,,,adult,68.25
34677932468,dol1907,n,,,adult,68.25
3053534001O,dol1907,n,,,adult,68.25
3033970435.,dol1907,n,,,adult,68.25
36249157701,dol1907,n,,,adult,68.25
3056373998A,dol1907,n,,,adult,68.25
3821915601-,dol1907,n,,,adult,68.25
30858663310,dol1907,n,,,adult,68.25
3151485590+,dol1907,n,,,adult,68.25
32145963875,dol1907,n,,,adult,68.25
3580193840+,dol1907,n,,,adult,68.25
3515630665/,dol1907,n,,,adult,68.25
39451538173,dol1907,n,,,adult,68.25
3682789671E,dol1907,n,,,adult,68.25
33907098174,dol1907,n,,,adult,68.25
32782452572,dol1907,n,,,adult,68.25
3305364166.,dol1907,n,,,adult,68.25
3170302492V,dol1907,n,,,adult,68.25
3105972071Z,dol1907,n,,,adult,68.25
37317854498,dol1907,n,,,adult,68.25
3372523562 ,dol1907,n,,,adult,68.25
3035406680Z,dol1907,n,,,adult,68.25
3376467677D,dol1907,n,,,adult,68.25
3520176747%,dol1907,n,,,adult,68.25
3505150062R,dol1907,n,,,adult,68.25
3455409250.,dol1907,n,,,adult,68.25
3730026543X,dol1907,n,,,adult,68.25
30640648390,dol1907,n,,,adult,68.25
3785365599H,dol1907,n,,,adult,68.25
34871824835,dol1907,n,,,adult,68.25
3637264362%,dol1907,n,,,adult,68.25
31180794774,dol1907,n,,,adult,68.25
35199733502,dol1907,n,,,adult,68.25
35764531753,dol1907,n,,,adult,68.25
34773075823,dol1907,n,,,adult,68.25
3220562659/,dol1907,n,,,adult,68.25
3229553830/,dol1907,n,,,adult,68.25
3043572756%,dol1907,n,,,adult,68.25
36817315786,dol1907,n,,,adult,68.25
31348986324,dol1907,n,,,adult,68.25
30536558350,dol1907,n,,,adult,68.25
3875059698H,dol1907,n,,,adult,68.25
3209730551Z,dol1907,n,,,adult,68.25
3585005245.,dol1907,n,,,adult,68.25
3657495384B,dol1907,n,,,adult,68.25
38834512922,dol1907,n,,,adult,68.25
3790672874A,dol1907,n,,,adult,68.25
3028328390 ,dol1907,n,,,adult,68.25
3232207352T,dol1907,n,,,adult,68.25
3211507880Z,dol1907,n,,,adult,68.25
35494067645,dol1907,n,,,adult,68.25
3707250449+,dol1907,n,,,adult,68.25
3764541005Z,dol1907,n,,,adult,68.25
36248193621,dol1907,n,,,adult,68.25
30577053692,dol1907,n,,,child,34.12
3414620251S,dol1907,n,,,child,34.12
32083740992,dol1907,n,,,child,34.12
39265790334,dol1907,n,,,child,34.12
3268085939A,dol1907,n,,,child,34.12
3368931030-,dol1907,n,,,child,34.12
3372521613X,dol1907,n,,,child,34.12
3871692586C,dol1907,n,,,child,34.12
3071012745U,dol1907,n,,,child,34.12
38172691666,dol1907,n,,,child,34.12
3604861060Y,dol1907,n,,,child,34.12
3421713940Y,dol1907,n,,,child,34.12
3070866129%,dol1907,n,,,child,34.12
31359326874,dol1907,n,,,child,34.12
33837819739,dol1907,n,,,child,34.12
38485455223,dol1907,n,,,child,34.12
39495306848,dol1907,n,,,child,34.12
3130080629W,dol1907,n,,,child,34.12
3670521636$,dol1907,n,,,child,34.12
3273251735 ,dol1907,n,,,child,34.12
