ticketNo,lotNo,validity,validTill,details,ticketFor,cost
03813280OTGKB0144 1 1 40349 0827f4,AYA1008,n,,,adult,68
13813280OTGKB0144 1 1 50349 d4eaf7,AYA1008,n,,,adult,68
23813280OTGKB0144 1 1 60349 6a74a5,AYA1008,n,,,adult,68
33813280OTGKB0144 1 1 70349 f0205e,AYA1008,n,,,adult,68
30813280OTGKB0144 1 1 77249 ce3996,AYA1008,n,,,adult,68
43813280OTGKB0144 1 1 80349 b6f486,AYA1008,n,,,adult,68
40813280OTGKB0144 1 1 87249 80186b,AYA1008,n,,,adult,68
07813280OTGKB0144 1 1 44349 adb2eb,AYA1008,n,,,adult,68
50813280OTGKB0144 1 1 97249 318e1f,AYA1008,n,,,adult,68
53813280OTGKB0144 1 1 90349 574f1a,AYA1008,n,,,adult,68
60813280OTGKB0144 1 1 08249 f988c7,AYA1008,n,,,adult,68
17813280OTGKB0144 1 1 54349 270e37,AYA1008,n,,,adult,68
70813280OTGKB0144 1 1 18249 3a2af2,AYA1008,n,,,adult,68
27813280OTGKB0144 1 1 64349 f0614f,AYA1008,n,,,adult,68
63813280OTGKB0144 1 1 01349 ec1413,AYA1008,n,,,adult,68
