ticketNo,lotNo,validity,validTill,details,ticketFor,cost
170552ZI31Z5672A,img09,n,,,adult,155
17N05J523154E62A,img09,n,,,adult,155
8137L05231T56O2A,img09,n,,,adult,155
17052GY3156526YA,img09,n,,,adult,155
QK1705523156R20A,img09,n,,,adult,155
1705M2301546M2DA,img09,n,,,adult,155
17052ZH31562U23A,img09,n,,,adult,155
187E05231562ST1A,img09,n,,,adult,155
17M5015231CL562A,img09,n,,,adult,155
7017X05231KG562A,img09,n,,,adult,155
0167052315VI6S2A,img09,n,,,adult,155
1170Z562315U6I2A,img09,n,,,adult,155
187052EW3105Y62A,img09,n,,,adult,155
1705283415MU62RA,img09,n,,,adult,155
17B00652A31A562A,img09,n,,,adult,155
3W5WB1705231562A,img09,n,,,adult,155
1JI720523A15562A,img09,n,,,adult,155
1705W1231W568C2A,img09,n,,,adult,155
170525SU315627SA,img09,n,,,adult,155
170523SS11S5628A,img09,n,,,adult,155
1700A52315N46Z2A,img09,n,,,adult,155
170152Q31WN6562A,img09,n,,,adult,155
1E70L523156W227A,img09,n,,,adult,155
170T052B331562PA,img09,n,,,adult,155
G1270B52315362EA,img09,n,,,adult,155
1J70D750231562IA,img09,n,,,adult,155
1700512PJ31M562A,img09,n,,,adult,155
1170523K1F56Q23A,img09,n,,,adult,155
1H705B0T2331562A,img09,n,,,adult,155
1G3K7052312X562A,img09,n,,,adult,155
