ticketNo,lotNo,validity,validTill,details,ticketFor,cost
1U6305231B76H47A,dauz1405,n,,,adult,120
12X3052H3T61764A,dauz1405,n,,,adult,120
13052G3136E76S4A,dauz1405,n,,,adult,120
13052431NL876A4A,dauz1405,n,,,adult,120
130PS523174G604A,dauz1405,n,,,adult,120
13D5U052J341764A,dauz1405,n,,,adult,120
G1305G2318676W4A,dauz1405,n,,,adult,120
K13015523QB1764A,dauz1405,n,,,adult,120
130R53223C17R64A,dauz1405,n,,,adult,120
1130N52I317645MA,dauz1405,n,,,adult,120
R183052J431764DA,dauz1405,n,,,adult,120
13052W383S1764BA,dauz1405,n,,,adult,120
13N0K523177Q264A,dauz1405,n,,,adult,120
I13O054C2317654A,dauz1405,n,,,adult,120
13052L73E41H764A,dauz1405,n,,,adult,120
413R7A0D5231764A,dauz1405,n,,,adult,120
1L305V1231S6764A,dauz1405,n,,,adult,120
11YV3G052317264A,dauz1405,n,,,adult,120
01305KQ32Q31764A,dauz1405,n,,,adult,120
T133E0523157Q64A,dauz1405,n,,,adult,120
51B3I0H52317642A,dauz1405,n,,,adult,120
1I3605B230E1764A,dauz1405,n,,,adult,120
I713R053231O764A,dauz1405,n,,,adult,120
13J08526A31764CA,dauz1405,n,,,adult,120
130523817GJ06L4A,dauz1405,n,,,adult,120
130152G31JO6764A,dauz1405,n,,,adult,120
1C1305R2318J764A,dauz1405,n,,,adult,120
L130M522310764ZA,dauz1405,n,,,adult,120
A13Y05231B77664A,dauz1405,n,,,adult,120
M13052341B7B674A,dauz1405,n,,,adult,120
B13J00Q52318764A,dauz1405,n,,,adult,120
1A305R231764F04A,dauz1405,n,,,adult,120
131FB0M58231764A,dauz1405,n,,,adult,120
L1B37052W631764A,dauz1405,n,,,adult,120
21Q3052J3176N47A,dauz1405,n,,,adult,120
1P3805231W7664SA,dauz1405,n,,,adult,120
5G13J3U05231764A,dauz1405,n,,,adult,120
13EK0552I371764A,dauz1405,n,,,adult,120
135052X031I7H64A,dauz1405,n,,,adult,120
136052317K64R0CA,dauz1405,n,,,adult,120
C163C0523176R44A,dauz1405,n,,,adult,120
S13035623176WC4A,dauz1405,n,,,adult,120
1305523176K7YO4A,dauz1405,n,,,adult,120
M130PG523117364A,dauz1405,n,,,adult,120
13085523M1N764IA,dauz1405,n,,,adult,120
4313T0D523176C4A,dauz1405,n,,,adult,120
13052315D17K64FA,dauz1405,n,,,adult,120
P130752A301N764A,dauz1405,n,,,adult,120
13052311FAQ7646A,dauz1405,n,,,adult,120
11T305MW2312764A,dauz1405,n,,,adult,120
