ticketNo,lotNo,validity,validTill,details,ticketFor,cost
QBE0111PV02BMH,qaw04,n,,,adult,36
NBE0111PV02BS5,qaw04,n,,,adult,36
WBE0111PV02BXS,qaw04,n,,,adult,36
ZBE0111PV02C4G,qaw04,n,,,adult,36
BBE0111PV02CA4,qaw04,n,,,adult,36
GBE0111PV02CFR,qaw04,n,,,adult,36
WBE0111PV02CLF,qaw04,n,,,adult,36
HBE0111PV02CR3,qaw04,n,,,adult,36
SBE0111PV02CWQ,qaw04,n,,,adult,36
XBE0111PV02D3E,qaw04,n,,,adult,36
YBE0111PV02D92,qaw04,n,,,adult,36
EBE0111PV02DEP,qaw04,n,,,adult,36
UBE0111PV02DKD,qaw04,n,,,adult,36
NBE0111PV02DQ1,qaw04,n,,,adult,36
QBE0111PV02DVO,qaw04,n,,,adult,36
DBE0111PV02E2C,qaw04,n,,,adult,36
ABE0111PV02E80,qaw04,n,,,adult,36
YBE0111PV02EDN,qaw04,n,,,adult,36
ABE0111PV02EJB,qaw04,n,,,adult,36
CBE0111PV02EOY,qaw04,n,,,adult,36
KRE0111R304GAJ,qaw04,n,,,child,20
RRE0111R304GG7,qaw04,n,,,child,20
SRE0111R304GLU,qaw04,n,,,child,20
URE0111R304GRI,qaw04,n,,,child,20
NRE0111R304GX6,qaw04,n,,,child,20
PRE0111R304H3T,qaw04,n,,,child,20
XRE0111R304H9H,qaw04,n,,,child,20
VRE0111R304HF5,qaw04,n,,,child,20
IRE0111R304HKS,qaw04,n,,,child,20
SRE0111R304HQG,qaw04,n,,,child,20
LRE0111R304HW4,qaw04,n,,,child,20
NRE0111R304I2R,qaw04,n,,,child,20
RRE0111R304I8F,qaw04,n,,,child,20
ZRE0111R304IE3,qaw04,n,,,child,20
GRE0111R304IJQ,qaw04,n,,,child,20
