ticketNo,lotNo,validity,validTill,details,ticketFor,cost
031000127032648455658,mg11,n,,,adult,60
031000127032651117433,mg11,n,,,adult,60
031000127032651338333,mg11,n,,,adult,60
031000127032652121893,mg11,n,,,adult,60
031000127032833029279,mg11,n,,,adult,60
031000127032833198349,mg11,n,,,adult,60
031000127032834139641,mg11,n,,,adult,60
031000127032834230603,mg11,n,,,adult,60
031000127032835033621,mg11,n,,,adult,60
031000127032835062439,mg11,n,,,adult,60
031000127032836079424,mg11,n,,,adult,60
031000127032836589139,mg11,n,,,adult,60
031000127032836740212,mg11,n,,,adult,60
031000127032836865112,mg11,n,,,adult,60
031000127032840179698,mg11,n,,,adult,60
031000127032840896970,mg11,n,,,adult,60
031000127032847738830,mg11,n,,,adult,60
031000127032849506342,mg11,n,,,adult,60
031000127032849914180,mg11,n,,,adult,60
031000127032850733859,mg11,n,,,adult,60
031000127032851090088,mg11,n,,,adult,60
031000127032852272732,mg11,n,,,adult,60
031000127032857878043,mg11,n,,,adult,60
031000127032858589802,mg11,n,,,adult,60
031000127032859372610,mg11,n,,,adult,60
031000127032860116830,mg11,n,,,adult,60
031000127032860146249,mg11,n,,,adult,60
031000127032861107381,mg11,n,,,adult,60
031000127032861829533,mg11,n,,,adult,60
031000127032861984865,mg11,n,,,adult,60
031000127032865798135,mg11,n,,,adult,60
031000127032870790123,mg11,n,,,adult,60
031000127032871858861,mg11,n,,,adult,60
031000127032873315860,mg11,n,,,adult,60
031000127032873341427,mg11,n,,,adult,60
031000127032874625836,mg11,n,,,adult,60
031000127032875584070,mg11,n,,,adult,60
031000127032877518617,mg11,n,,,adult,60
031000127032878536814,mg11,n,,,adult,60
031000127032878840210,mg11,n,,,adult,60
031000127032880024775,mg11,n,,,adult,60
031000127032880405809,mg11,n,,,adult,60
031000127032881825784,mg11,n,,,adult,60
031000127032881857007,mg11,n,,,adult,60
031000127032882807952,mg11,n,,,adult,60
031000127032887542046,mg11,n,,,adult,60
031000127032887702956,mg11,n,,,adult,60
031000127032888091265,mg11,n,,,adult,60
031000127032888234259,mg11,n,,,adult,60
031000127032891011257,mg11,n,,,adult,60
031000127032671055031,mg11,n,,,adult,60
031000127032672683017,mg11,n,,,adult,60
031000127032674261232,mg11,n,,,adult,60
031000127032674351572,mg11,n,,,adult,60
031000127032678471435,mg11,n,,,adult,60
031000127032678928501,mg11,n,,,adult,60
031000127032681434300,mg11,n,,,adult,60
031000127032683428863,mg11,n,,,adult,60
031000127032685263239,mg11,n,,,adult,60
031000127032685971499,mg11,n,,,adult,60
031000127032687588978,mg11,n,,,adult,60
031000127032687699392,mg11,n,,,adult,60
031000127032688838701,mg11,n,,,adult,60
031000127032689535960,mg11,n,,,adult,60
031000127032689560885,mg11,n,,,adult,60
031000127032692755110,mg11,n,,,adult,60
031000127032696232270,mg11,n,,,adult,60
031000127032696524252,mg11,n,,,adult,60
031000127032696781556,mg11,n,,,adult,60
031000127032698725529,mg11,n,,,adult,60
031000127032699133435,mg11,n,,,adult,60
031000127032699316649,mg11,n,,,adult,60
031000127032699586117,mg11,n,,,adult,60
031000127032699746007,mg11,n,,,adult,60
031000127032802000289,mg11,n,,,adult,60
031000127032803145886,mg11,n,,,adult,60
031000127032803335162,mg11,n,,,adult,60
031000127032803831897,mg11,n,,,adult,60
031000127032804860543,mg11,n,,,adult,60
031000127032806364935,mg11,n,,,adult,60
031000127032807384352,mg11,n,,,adult,60
031000127032812258611,mg11,n,,,adult,60
031000127032813568859,mg11,n,,,adult,60
031000127032814583916,mg11,n,,,adult,60
031000127032816094596,mg11,n,,,adult,60
031000127032820133711,mg11,n,,,adult,60
031000127032820544112,mg11,n,,,adult,60
031000127032820712098,mg11,n,,,adult,60
031000127032820806085,mg11,n,,,adult,60
031000127032820853847,mg11,n,,,adult,60
031000127032822392584,mg11,n,,,adult,60
031000127032822478010,mg11,n,,,adult,60
031000127032824217597,mg11,n,,,adult,60
031000127032829349929,mg11,n,,,adult,60
031000127032829608332,mg11,n,,,adult,60
031000127032829707387,mg11,n,,,adult,60
031000127032829848894,mg11,n,,,adult,60
031000127032829873828,mg11,n,,,adult,60
031000127032830041878,mg11,n,,,adult,60
031000127032832235457,mg11,n,,,adult,60
