ticketNo,lotNo,validity,validTill,details,ticketFor,cost
010020146300436148,AV2406,n,,,adult,230
010020146300436145,AV2406,n,,,adult,230
010020146300436146,AV2406,n,,,adult,230
010020146300436147,AV2406,n,,,adult,230
010020146300436149,AV2406,n,,,adult,230
010020146300436150,AV2406,n,,,adult,230
010020146300436151,AV2406,n,,,adult,230
010020146300436152,AV2406,n,,,adult,230
010020146300436153,AV2406,n,,,adult,230
010020146300436154,AV2406,n,,,adult,230
010020146300436155,AV2406,n,,,adult,230
010020146300436156,AV2406,n,,,adult,230
010020146300436157,AV2406,n,,,adult,230
010020146300436158,AV2406,n,,,adult,230
010020146300436159,AV2406,n,,,adult,230
010020146300436160,AV2406,n,,,adult,230
010020146300436161,AV2406,n,,,adult,230
010020146300436162,AV2406,n,,,adult,230
010020146300436163,AV2406,n,,,adult,230
010020146300436164,AV2406,n,,,adult,230
