ticketNo,lotNo,validity,validTill,details,ticketFor,cost
00100020046800290744,AVLCCH2508PM,n,,,adult,219
00100020046800290746,AVLCCH2508PM,n,,,adult,219
00100020046800290748,AVLCCH2508PM,n,,,adult,219
00100020046800290750,AVLCCH2508PM,n,,,adult,219
00100020046800290752,AVLCCH2508PM,n,,,adult,219
00100020046800290754,AVLCCH2508PM,n,,,adult,219
00100020046800290756,AVLCCH2508PM,n,,,adult,219
00100020046800290758,AVLCCH2508PM,n,,,adult,219
00100020046800290760,AVLCCH2508PM,n,,,adult,219
00100020046800290866,AVLCCH2508PM,n,,,adult,219
