ticketNo,lotNo,validity,validTill,details,ticketFor,cost
00100020046800279262,avlc0106,n,,,adult,275
00100020046800279264,avlc0106,n,,,adult,275
00100020046800279266,avlc0106,n,,,adult,275
00100020046800279268,avlc0106,n,,,adult,275
00100020046800277352,avlc0106,n,,,adult,275
00100020046800277302,avlc0106,n,,,adult,275
00100020046800277304,avlc0106,n,,,adult,275
00100020046800277306,avlc0106,n,,,adult,275
00100020046800277492,avlc0106,n,,,adult,275
00100020046800277494,avlc0106,n,,,adult,275
00100020046800277496,avlc0106,n,,,adult,275
00100020046800277498,avlc0106,n,,,adult,275
