ticketNo,lotNo,validity,validTill,details,ticketFor,cost
031000127041288204143,mg13,n,,,adult,60
031000127041293889257,mg13,n,,,adult,60
031000127041293966907,mg13,n,,,adult,60
031000127041294149873,mg13,n,,,adult,60
031000127041401037920,mg13,n,,,adult,60
031000127041401130308,mg13,n,,,adult,60
031000127041404323501,mg13,n,,,adult,60
031000127041406074438,mg13,n,,,adult,60
031000127041406878321,mg13,n,,,adult,60
031000127041406907075,mg13,n,,,adult,60
031000127041408269501,mg13,n,,,adult,60
031000127041409765737,mg13,n,,,adult,60
031000127041410039429,mg13,n,,,adult,60
031000127041413792955,mg13,n,,,adult,60
031000127041414627338,mg13,n,,,adult,60
031000127041414790296,mg13,n,,,adult,60
031000127041415671294,mg13,n,,,adult,60
031000127041415954508,mg13,n,,,adult,60
031000127041294228291,mg13,n,,,adult,60
031000127041296413264,mg13,n,,,adult,60
031000127041299095350,mg13,n,,,adult,60
031000127041299189380,mg13,n,,,adult,60
031000127041300054506,mg13,n,,,adult,60
031000127041300775618,mg13,n,,,adult,60
031000127041300927198,mg13,n,,,adult,60
031000127041301428119,mg13,n,,,adult,60
031000127041301530373,mg13,n,,,adult,60
031000127041303196863,mg13,n,,,adult,60
031000127041303365869,mg13,n,,,adult,60
031000127041305018732,mg13,n,,,adult,60
031000127041307713914,mg13,n,,,adult,60
031000127041308393814,mg13,n,,,adult,60
031000127041309110958,mg13,n,,,adult,60
031000127041310900128,mg13,n,,,adult,60
031000127041312406968,mg13,n,,,adult,60
031000127041312666253,mg13,n,,,adult,60
031000127041313383573,mg13,n,,,adult,60
031000127041315917031,mg13,n,,,adult,60
031000127041316372879,mg13,n,,,adult,60
031000127041316573203,mg13,n,,,adult,60
031000127041319163452,mg13,n,,,adult,60
031000127041320230161,mg13,n,,,adult,60
031000127041320473684,mg13,n,,,adult,60
031000127041321996153,mg13,n,,,adult,60
031000127041323413925,mg13,n,,,adult,60
031000127041324158985,mg13,n,,,adult,60
031000127041325842397,mg13,n,,,adult,60
031000127041326171376,mg13,n,,,adult,60
031000127041326893704,mg13,n,,,adult,60
031000127041327007614,mg13,n,,,adult,60
