ticketNo,lotNo,validity,validTill,details,ticketFor,cost
222423260OTGKB0144 1 1 05946 c4a94c,AYA0308,n,,,adult,68
322423260OTGKB0144 1 1 15946 f4fc89,AYA0308,n,,,adult,68
091423260OTGKB0144 1 1 81946 67e192,AYA0308,n,,,adult,68
191423260OTGKB0144 1 1 91946 295056,AYA0308,n,,,adult,68
291423260OTGKB0144 1 1 02946 36f7bc,AYA0308,n,,,adult,68
502423260OTGKB0144 1 1 33946 96efa5,AYA0308,n,,,adult,68
602423260OTGKB0144 1 1 43946 a80b6a,AYA0308,n,,,adult,68
702423260OTGKB0144 1 1 53946 d6a00d,AYA0308,n,,,adult,68
802423260OTGKB0144 1 1 63946 5acf59,AYA0308,n,,,adult,68
902423260OTGKB0144 1 1 73946 5bb1d9,AYA0308,n,,,adult,68
422423260OTGKB0144 1 1 25946 043794,AYA0308,n,,,adult,68
522423260OTGKB0144 1 1 35946 1e9194,AYA0308,n,,,adult,68
622423260OTGKB0144 1 1 45946 083ac7,AYA0308,n,,,adult,68
722423260OTGKB0144 1 1 55946 3ed31e,AYA0308,n,,,adult,68
822423260OTGKB0144 1 1 65946 2f0670,AYA0308,n,,,adult,68
881423260OTGKB0144 1 1 61946 52bde1,AYA0308,n,,,adult,68
981423260OTGKB0144 1 1 71946 0b7e7f,AYA0308,n,,,adult,68
922423260OTGKB0144 1 1 75946 6e4da7,AYA0308,n,,,adult,68
032423260OTGKB0144 1 1 85946 cdfa9c,AYA0308,n,,,adult,68
132423260OTGKB0144 1 1 95946 e18f5d,AYA0308,n,,,adult,68
