ticketNo,lotNo,validity,validTill,details,ticketFor,cost
113f5,A1,n,,some details,adult,84.15
8f838,A2,n,,some details,adult,84.15
5f345,A1,n,,some details,adult,84.15
7f435,A1,n,,some details,adult,84.15
11f311,A1,n,,some details,adult,84.15
78f394,A1,n,,,adult,84.15
3623f5,A1,n,,,adult,84.15
dfasdf,A1,n,,some details,adult,84.15
8f8df38,A2,n,,some details,adult,84.15
5f345d,A1,n,,some details,adult,84.15
7f435d,A1,n,,some details,adult,84.15
11f311d,A1,n,,some details,adult,84.15
78f394d,A1,n,,,adult,84.15
3623f5d,A1,n,,,adult,84.15
113f5s,A1,n,,some details,adult,84.15
8f838s,A2,n,,some details,adult,84.15
5f345s,A1,n,,some details,adult,84.15
7f435s,A1,n,,some details,adult,84.15
11f311s,A1,n,,some details,adult,84.15
78f394s,A1,n,,,adult,84.15
3623f5s,A1,n,,,adult,84.15
113f5a,A1,n,,some details,adult,84.15
8f838a,A2,n,,some details,adult,84.15
5f345a,A1,n,,some details,adult,84.15
7f435a,A1,n,,some details,adult,84.15
11f311a,A1,n,,some details,adult,84.15
78f394a,A1,n,,,adult,84.15
3623f5a,A1,n,,,adult,84.15
113f5w,A1,n,,some details,adult,84.15
8f838w,A2,n,,some details,adult,84.15
5f345w,A1,n,,some details,adult,84.15
7f435w,A1,n,,some details,adult,84.15
11f311w,A1,n,,some details,adult,84.15
78f394w,A1,n,,,adult,84.15
3623f5w,A1,n,,,adult,84.15
