ticketNo,lotNo,validity,validTill,details,ticketFor,cost
13777662,war1908mell,n,,,adult,258
13777663,war1908mell,n,,,adult,258
13777665,war1908mell,n,,,adult,258
13777666,war1908mell,n,,,adult,258
13777667,war1908mell,n,,,adult,258
13777668,war1908mell,n,,,adult,258
13777669,war1908mell,n,,,adult,258
13777670,war1908mell,n,,,adult,258
13777671,war1908mell,n,,,adult,258
13777672,war1908mell,n,,,adult,258
13777673,war1908mell,n,,,adult,258
13777674,war1908mell,n,,,adult,258
13777675,war1908mell,n,,,adult,258
13777676,war1908mell,n,,,adult,258
13777677,war1908mell,n,,,adult,258
13777678,war1908mell,n,,,adult,258
13777680,war1908mell,n,,,adult,258
13777681,war1908mell,n,,,adult,258
13777683,war1908mell,n,,,adult,258
13777684,war1908mell,n,,,adult,258
