ticketNo,lotNo,validity,validTill,details,ticketFor,cost
357441895389,DB0707,n,,,adult,131.25
928094604367,DB0707,n,,,adult,131.25
211011401050,DB0707,n,,,adult,131.25
219973618168,DB0707,n,,,adult,131.25
751738791706,DB0707,n,,,adult,131.25
852171090491,DB0707,n,,,adult,131.25
142927403913,DB0707,n,,,adult,131.25
439469544515,DB0707,n,,,adult,131.25
547948745792,DB0707,n,,,adult,131.25
966143587646,DB0707,n,,,adult,131.25
827261657311,DB0707,n,,,adult,131.25
634197424321,DB0707,n,,,adult,131.25
987893261080,DB0707,n,,,adult,131.25
811656619294,DB0707,n,,,adult,131.25
554241555841,DB0707,n,,,adult,131.25
819119114856,DB0707,n,,,adult,131.25
668749010455,DB0707,n,,,adult,131.25
841038646999,DB0707,n,,,adult,131.25
583278088630,DB0707,n,,,adult,131.25
485644301766,DB0707,n,,,adult,131.25
810458182025,DB0707,n,,,adult,131.25
746557633340,DB0707,n,,,adult,131.25
421104550865,DB0707,n,,,adult,131.25
924102135357,DB0707,n,,,adult,131.25
604166241591,DB0707,n,,,adult,131.25
398252602314,DB0707,n,,,adult,131.25
962006406092,DB0707,n,,,adult,131.25
696405626526,DB0707,n,,,adult,131.25
697199973850,DB0707,n,,,adult,131.25
774079650467,DB0707,n,,,adult,131.25
913764555137,DB0707,n,,,adult,131.25
916676328185,DB0707,n,,,adult,131.25
537589383914,DB0707,n,,,adult,131.25
912853911394,DB0707,n,,,adult,131.25
156305378664,DB0707,n,,,adult,131.25
133182073065,DB0707,n,,,adult,131.25
775183266103,DB0707,n,,,adult,131.25
284834934917,DB0707,n,,,adult,131.25
602991465500,DB0707,n,,,adult,131.25
310181168940,DB0707,n,,,adult,131.25
810892074945,DB0707,n,,,adult,131.25
539571153956,DB0707,n,,,adult,131.25
405347203126,DB0707,n,,,adult,131.25
650975470520,DB0707,n,,,adult,131.25
856518092661,DB0707,n,,,adult,131.25
206652765318,DB0707,n,,,adult,131.25
321893085688,DB0707,n,,,adult,131.25
659520308320,DB0707,n,,,adult,131.25
355339260930,DB0707,n,,,adult,131.25
584462510978,DB0707,n,,,adult,131.25
