ticketNo,lotNo,validity,validTill,details,ticketFor,cost
14043250OTGKB0144 1 1 42403 d73f00,AYA0507,n,,,adult,68
04043250OTGKB0144 1 1 32403 8dc3fb,AYA0507,n,,,adult,68
85933250OTGKB0144 1 1 14303 e1f9c5,AYA0507,n,,,adult,68
95933250OTGKB0144 1 1 24303 289960,AYA0507,n,,,adult,68
06933250OTGKB0144 1 1 34303 028cae,AYA0507,n,,,adult,68
16933250OTGKB0144 1 1 44303 17f044,AYA0507,n,,,adult,68
24043250OTGKB0144 1 1 52403 74d08b,AYA0507,n,,,adult,68
34043250OTGKB0144 1 1 62403 0cf23e,AYA0507,n,,,adult,68
152323260OTGKB0144 1 1 77936 17b4f6,AYA0507,n,,,adult,68
252323260OTGKB0144 1 1 87936 ddd732,AYA0507,n,,,adult,68
352323260OTGKB0144 1 1 97936 9fc457,AYA0507,n,,,adult,68
452323260OTGKB0144 1 1 08936 c5c8f4,AYA0507,n,,,adult,68
552323260OTGKB0144 1 1 18936 bd60d4,AYA0507,n,,,adult,68
652323260OTGKB0144 1 1 28936 ae6cbd,AYA0507,n,,,adult,68
752323260OTGKB0144 1 1 38936 8edd29,AYA0507,n,,,adult,68
852323260OTGKB0144 1 1 48936 0f719d,AYA0507,n,,,adult,68
952323260OTGKB0144 1 1 58936 939dfc,AYA0507,n,,,adult,68
062323260OTGKB0144 1 1 68936 393631,AYA0507,n,,,adult,68
