ticketNo,lotNo,validity,validTill,details,ticketFor,cost
011000791200287662,dauz05,n,,,adult,120
011000791200287670,dauz05,n,,,adult,120
011000791200287671,dauz05,n,,,adult,120
011000791200287675,dauz05,n,,,adult,120
011000791200287678,dauz05,n,,,adult,120
011000791200287684,dauz05,n,,,adult,120
011000791200287686,dauz05,n,,,adult,120
011000791200287695,dauz05,n,,,adult,120
011000791200287698,dauz05,n,,,adult,120
011000791200287701,dauz05,n,,,adult,120
011000791200287702,dauz05,n,,,adult,120
011000791200287703,dauz05,n,,,adult,120
011000791200287705,dauz05,n,,,adult,120
011000791200287714,dauz05,n,,,adult,120
011000791200287721,dauz05,n,,,adult,120
011000791200287722,dauz05,n,,,adult,120
011000791200287723,dauz05,n,,,adult,120
011000791200287737,dauz05,n,,,adult,120
011000791200287738,dauz05,n,,,adult,120
011000791200287739,dauz05,n,,,adult,120
011000791200287741,dauz05,n,,,adult,120
011000791200287742,dauz05,n,,,adult,120
011000791200287745,dauz05,n,,,adult,120
011000791200287746,dauz05,n,,,adult,120
011000791200287750,dauz05,n,,,adult,120
011000791200287757,dauz05,n,,,adult,120
011000791200287758,dauz05,n,,,adult,120
011000791200287759,dauz05,n,,,adult,120
011000791200287764,dauz05,n,,,adult,120
011000791200287775,dauz05,n,,,adult,120
011000791200287776,dauz05,n,,,adult,120
011000791200287780,dauz05,n,,,adult,120
011000791200287783,dauz05,n,,,adult,120
011000791200287796,dauz05,n,,,adult,120
011000791200287806,dauz05,n,,,adult,120
011000791200287810,dauz05,n,,,adult,120
011000791200287813,dauz05,n,,,adult,120
011000791200287814,dauz05,n,,,adult,120
011000791200287821,dauz05,n,,,adult,120
011000791200287822,dauz05,n,,,adult,120
011000791200287826,dauz05,n,,,adult,120
