ticketNo,lotNo,validity,validTill,details,ticketFor,cost
010030552100270590,bkopda1007,n,,,adult,147
010030552100270591,bkopda1007,n,,,adult,147
010030552100270592,bkopda1007,n,,,adult,147
010030552100270593,bkopda1007,n,,,adult,147
010030552100270594,bkopda1007,n,,,adult,147
010030552100270595,bkopda1007,n,,,adult,147
010030552100270596,bkopda1007,n,,,adult,147
010030552100270597,bkopda1007,n,,,adult,147
010030552100270598,bkopda1007,n,,,adult,147
010030552100270599,bkopda1007,n,,,adult,147
010030552100270601,bkopda1007,n,,,adult,147
010030552100270602,bkopda1007,n,,,adult,147
010030552100270603,bkopda1007,n,,,adult,147
010030552100270604,bkopda1007,n,,,adult,147
010030552100270605,bkopda1007,n,,,adult,147
010030552100270606,bkopda1007,n,,,adult,147
010030552100270607,bkopda1007,n,,,adult,147
010030552100270608,bkopda1007,n,,,adult,147
010030552100270609,bkopda1007,n,,,adult,147
