ticketNo,lotNo,validity,validTill,details,ticketFor,cost
031000127093407193908,mg18,n,,,ADULT,58
031000127093298719597,mg18,n,,,ADULT,58
031000127093298764607,mg18,n,,,ADULT,58
031000127093299021833,mg18,n,,,ADULT,58
031000127093299116955,mg18,n,,,ADULT,58
031000127093299217681,mg18,n,,,ADULT,58
031000127093299222727,mg18,n,,,ADULT,58
031000127093299378595,mg18,n,,,ADULT,58
031000127093299440757,mg18,n,,,ADULT,58
031000127093301628144,mg18,n,,,ADULT,58
031000127093302845730,mg18,n,,,ADULT,58
031000127093509980843,mg18,n,,,ADULT,58
031000127093411455483,mg18,n,,,ADULT,58
031000127093411771349,mg18,n,,,ADULT,58
031000127093412492477,mg18,n,,,ADULT,58
031000127093415390492,mg18,n,,,ADULT,58
031000127093418852799,mg18,n,,,ADULT,58
031000127093419205147,mg18,n,,,ADULT,58
031000127093420525557,mg18,n,,,ADULT,58
031000127093420684871,mg18,n,,,ADULT,58
031000127093421678658,mg18,n,,,ADULT,58
031000127093421790160,mg18,n,,,ADULT,58
031000127093422490088,mg18,n,,,ADULT,58
031000127093422953965,mg18,n,,,ADULT,58
031000127093428402076,mg18,n,,,ADULT,58
031000127093428635406,mg18,n,,,ADULT,58
031000127093429712052,mg18,n,,,ADULT,58
031000127093429879142,mg18,n,,,ADULT,58
031000127093430366625,mg18,n,,,ADULT,58
031000127093431677577,mg18,n,,,ADULT,58
031000127093434031933,mg18,n,,,ADULT,58
031000127093434125967,mg18,n,,,ADULT,58
031000127093434202091,mg18,n,,,ADULT,58
031000127093434369113,mg18,n,,,ADULT,58
031000127093434476019,mg18,n,,,ADULT,58
031000127093434497412,mg18,n,,,ADULT,58
031000127093434702112,mg18,n,,,ADULT,58
031000127093434911895,mg18,n,,,ADULT,58
031000127093436690026,mg18,n,,,ADULT,58
031000127093436735032,mg18,n,,,ADULT,58
031000127093438943237,mg18,n,,,ADULT,58
031000127093439049106,mg18,n,,,ADULT,58
031000127093447248438,mg18,n,,,ADULT,58
031000127093449510740,mg18,n,,,ADULT,58
031000127093450697480,mg18,n,,,ADULT,58
031000127093451017324,mg18,n,,,ADULT,58
031000127093455764667,mg18,n,,,ADULT,58
031000127093457074883,mg18,n,,,ADULT,58
031000127093457789993,mg18,n,,,ADULT,58
031000127093458468749,mg18,n,,,ADULT,58
