ticketNo,lotNo,validity,validTill,details,ticketFor,cost
9953DEB9ABED481BB18696539DC81C8F,snow+1508,n,,,adult,180
E1F730B28959472997B63F88F89F2540,snow+1508,n,,,adult,180
02E1F74F84AA4417923874EEB2079A5F,snow+1508,n,,,adult,180
19ABF0BB06F24A959E30575437184286,snow+1508,n,,,adult,180
EC18B3CAEC89409293167D1D845F56D7,snow+1508,n,,,adult,180
A98A9C26976B4458A3D9A3A4AAB8A58D,snow+1508,n,,,adult,180
13B38866D374423CB5B25B5D434C8C73,snow+1508,n,,,adult,180
68FFF69BCA1F43B2AE2F8B8EF7F8954F,snow+1508,n,,,adult,180
3DC439602D634B96A2BCB5FD4DDA728B,snow+1508,n,,,adult,180
308A72EF398C49548E0C9D324560A254,snow+1508,n,,,adult,180
3BE6252034804661B43F2E77D7889E6A,snow+1508,n,,,adult,180
66FFF2BF5DB343DBAB22DE57EF144E63,snow+1508,n,,,adult,180
E3FF013EACFA4491ABBCF4DE78F91AF0,snow+1508,n,,,adult,180
39B407E1F6064100A6889398B2F70213,snow+1508,n,,,adult,180
B42C2FD1425F4A289F69E98738718E85,snow+1508,n,,,adult,180
C8D758C7EF9744CD847835457211BDB0,snow+1508,n,,,adult,180
310AC1A51D2043CC97FBF8441F6BB700,snow+1508,n,,,adult,180
EAF9E3A01A6D4AA8A886F5400F7E64A3,snow+1508,n,,,adult,180
FDAC264A61494952AC0C984A59F0E82D,snow+1508,n,,,adult,180
B2EDC1679B644D0DA44A843104657EAD,snow+1508,n,,,adult,180
