ticketNo,lotNo,validity,validTill,details,ticketFor,cost
1X8FZJ1EYFBV83,df10,n,,,adult,45
1111WDG6VH0HYZ,df10,n,,,child,22
1T7DU9Q2TX6Y6V,df10,n,,,child,22
15231R100314E7,df10,n,,,child,22
1H59GPMEFT4UYH,df10,n,,,child,22
1D47BB3MA738U9,df10,n,,,child,22
1P6BPZ58MB5C46,df10,n,,,child,22
1X8FZK7WYF7GGU,df10,n,,,child,22
1P6BPZ58MB5C86,df10,n,,,child,22
1X8FZK7WYF7GP8,df10,n,,,child,22
1P6BPZ58MB5CMS,df10,n,,,child,22
1D47BB3MA738BQ,df10,n,,,child,22
193561JU5P2Q6X,df10,n,,,child,22
193561JU5P2Q9F,df10,n,,,child,22
1111WDG6VH0H54,df10,n,,,child,22
1D47BB3MA737PQ,df10,n,,,child,22
193561JU5P2PJW,df10,n,,,child,22
1D47BB3MA737UV,df10,n,,,child,22
1X8FZK7WYF7FEC,df10,n,,,child,22
193561JU5P2PTF,df10,n,,,child,22
1111WDG6VH0HFQ,df10,n,,,child,22
